sku,in_db,in_ss,in_bc,db_available,db_on_hand,db_bc_mapped,db_client_store_maps,ss_available,ss_on_hand,bc_quantity_available,bc_band_name,bc_title
CD-NS-093,0,1,1,,,0,0,61,61,64,Northern Spy Records,Compact Disc
CD-NS-094,0,1,1,,,0,0,4,4,1,Northern Spy Records,Compact Disc
CD-NS-098,0,0,1,,,0,0,,,0,Northern Spy Records,Compact Disc
CD-NS-098-1,0,0,1,,,0,0,,,0,Northern Spy Records,Compact Disc
CD-NS-099,0,1,1,,,0,0,8,8,7,Northern Spy Records,Compact Disc
CD-NS-100,1,1,1,,,0,0,8,8,8,Northern Spy Records,Limited Edition Compact Disc
CD-NS-101,0,1,1,,,0,0,9,9,9,Northern Spy Records,Compact Disc
CD-NS-103,0,1,1,,,0,0,10,10,2,Northern Spy Records,Limited Edition Compact Disc
CD-NS-104,1,0,1,,,0,0,,,0,Northern Spy Records,Limited Edition Compact Disc
CD-NS-105,1,0,1,,,0,0,,,0,Northern Spy Records,Compact Disc (Expanded Edition)
CD-NS-111,0,1,1,,,0,0,5,5,399,Northern Spy Records,Maurice Louca - Elephantine CD
CD-NS-112,0,0,1,,,0,0,,,14,Northern Spy Records,Columbia Icefield CD
CD-NS-113,0,1,1,,,0,0,9,9,0,Northern Spy Records,Compact Disc
CD-NS-114,0,0,1,,,0,0,,,0,Northern Spy Records,Digipack CD Edition
CD-NS-117,0,1,1,,,0,0,7,7,5,Northern Spy Records,Limited Edition Compact Disc
CD-NS-120,1,0,1,,,0,0,,,0,Northern Spy Records,Limited Edition Compact Disc
CD-NS-121,0,1,1,,,0,0,19,19,0,Northern Spy Records,Barn Songs CD
CD-NS-122,0,1,1,,,0,0,9,9,1,Northern Spy Records,Compact Disc
CD-NS-124,0,1,1,,,0,0,8,8,9,Northern Spy Records,Compact Disc
CD-NS-125,0,1,1,,,0,0,19,19,18,Northern Spy Records,CD
CD-NS-126,0,1,1,,,0,0,11,11,60,Northern Spy Records,Compact Disc
CD-NS-128,0,1,1,,,0,0,9,9,9,Northern Spy Records,compact disc edition
CD-NS-130,0,1,0,,,0,0,20,20,,,
CD-NS-133,0,1,0,,,0,0,7,7,,,
CD-NS-134,0,1,1,,,0,0,123,123,13,Northern Spy Records,CD
CD-NS-136,0,0,1,,,0,0,,,0,Northern Spy Records,Limited Edition CD
CD-NS-137,0,1,1,,,0,0,31,31,10,Northern Spy Records,Limited Edition Transparent CD
CD-NS-138,0,1,1,,,0,0,6,6,40,Northern Spy Records,Compact Disc
CD-NS-139,0,1,0,,,0,0,17,17,,,
CD-NS-139-1,0,0,1,,,0,0,,,8,Northern Spy Records,Compact Disc
CD-NS-140,0,1,1,,,0,0,10,10,10,Northern Spy Records,CD
CD-NS-141,1,1,1,,,0,0,9,9,9,Northern Spy Records,Compact Disc
CD-NS-143,0,1,1,,,0,0,11,11,10,Northern Spy Records,Compact Disc
CD-NS-146,0,1,1,,,0,0,430,430,45,Northern Spy Records,CD
CD-NS-150,0,0,1,,,0,0,,,209,Northern Spy Records,Compact Disc
CD-NS-152,0,1,1,,,0,0,10,10,11,Northern Spy Records,CD
CD-NS-155,0,1,1,,,0,0,10,10,10,Northern Spy Records,Compact Disc
CD-NS-156,1,1,1,,,0,0,26,26,11,Northern Spy Records,Limited Edition Double CD
CD-NS-157,0,1,1,,,0,0,10,10,6,Northern Spy Records,CD
CD-NS-158,0,1,1,,,0,0,4,4,0,Northern Spy Records,Compact Disc
CD-NS-161,0,1,1,,,0,0,22,22,22,Northern Spy Records,Compact Disc
CD-NS-162,0,1,1,,,0,0,15,15,172,Northern Spy Records,Compact Disc
CD-NS-163,0,1,1,,,0,0,13,13,45,Northern Spy Records,Compact Disc
CD-NS-164,0,1,1,,,0,0,15,15,3,Birdwatcher Records,CD
CD-NS-166,0,1,1,,,0,0,3,3,99,Northern Spy Records,Compact Disc
CD-NS-166-J,0,0,1,,,0,0,,,0,Northern Spy Records,Compact Disc - Japanese Pressing (rings)
CD-NS-167,1,1,1,,,0,0,20,20,0,Northern Spy Records,SUSS - Birds & Beasts CD
CD-NS-168,0,1,1,,,0,0,28,28,33,Northern Spy Records,Compact Disc
CD-NS-174,0,1,1,,,0,0,101,101,1524,Northern Spy Records,Triple CD
CD-NS-175,0,0,1,,,0,0,,,234,Northern Spy Records,A Semblance: Of Return Compact Disc
CD-NS-176,0,0,1,,,0,0,,,150,Northern Spy Records,Compact Disc
CD-NS-177,1,0,1,,,0,0,,,273,Northern Spy Records,Compact Disc
CD-OUTERSON-9REJ,1,0,0,,,0,0,,,,,
CD-OUTERSON-K7FI,1,0,0,,,0,0,,,,,
CD-PEACEBEY-9PWT,1,0,0,,,0,0,,,,,
CD-PEACEBEY-K61G,1,0,0,,,0,0,,,,,
CD-POWERVIB-9T7O,1,0,0,,,0,0,,,,,
CD-POWERVIB-K995,1,0,0,,,0,0,,,,,
CD-PT-325,0,1,0,,,0,0,2,2,,,
CD-PT-339,0,1,0,,,0,0,4,4,,,
CD-SATATUHATTA-025,0,1,0,,,0,0,2,2,,,
CD-SATATUHATTA-026,0,1,0,,,0,0,2,2,,,
CD-SATATUHATTA-027,0,1,0,,,0,0,2,2,,,
CD-SATATUHATTA-034,0,1,0,,,0,0,4,4,,,
CD-SATATUHATTA-035,0,1,0,,,0,0,5,5,,,
CD-SATATUHATTA-041,0,1,0,,,0,0,2,2,,,
CD-SATATUHATTA-046,0,1,0,,,0,0,5,5,,,
CD-SATATUHATTA-047,0,1,0,,,0,0,4,4,,,
CD-SATATUHATTA-048,0,1,0,,,0,0,2,2,,,
CD-SATATUHATTA-056,0,1,0,,,0,0,3,3,,,
CD-SATATUHATTA-057,0,1,0,,,0,0,2,2,,,
CD-SATATUHATTA-058,0,1,0,,,0,0,1,1,,,
CD-SATATUHATTA-063,0,1,0,,,0,0,3,3,,,
CD-SATATUHATTA-064,0,1,0,,,0,0,2,2,,,
CD-SATATUHATTA-065,0,1,0,,,0,0,2,2,,,
CD-SCR-055,0,1,0,,,0,0,5,5,,,
CD-SIC-114,0,1,0,,,0,0,1,1,,,
CD-SON-001,0,1,0,,,0,0,2,2,,,
CD-SR-001,0,0,1,,,0,0,,,0,Northern Spy Records,Compact Disc
CD-SR-002,1,0,1,,,0,0,,,0,Northern Spy Records,Compact Disc
CD-SR-003,0,0,1,,,0,0,,,0,Northern Spy Records,Compact Disc
CD-TA-V-V3,0,1,0,,,0,0,6,6,,,
CD-TAKETHEN-9TFD,1,0,0,,,0,0,,,,,
CD-TAKETHEN-K9HE,1,0,0,,,0,0,,,,,
CD-TB-025,1,0,0,,,0,0,,,,,
CD-TB-135,0,1,0,,,0,0,1,1,,,
CD-TB-159,1,1,0,,,0,0,1,1,,,
CD-TB-170,0,1,0,,,0,0,4,4,,,
CD-TB-177,0,1,0,,,0,0,2,2,,,
CD-TB-185,0,1,0,,,0,0,3,3,,,
CD-TB-198,0,1,0,,,0,0,1,1,,,
CD-TH-002,0,0,1,,,0,0,,,0,Northern Spy Records,Compact Disc
CD-TH-006,0,0,1,,,0,0,,,,Northern Spy Records,Compact Disc
CD-TH-008,0,1,0,,,0,0,1,1,,,
CD-TH-009,0,1,0,,,0,0,1,1,,,
CD-TH-011,0,0,1,,,0,0,,,0,Northern Spy Records,Compact Disc
CD-TH-012,0,0,1,,,0,0,,,,Northern Spy Records,Compact Disc
CD-TH-014,0,1,0,,,0,0,3,3,,,
CD-TH-015,0,1,0,,,0,0,18,18,,,
CD-THECASBA-K8M6,1,0,0,,,0,0,,,,,
CD-THEMASQU-9Q3Q,1,0,0,,,0,0,,,,,
CD-THEMASQU-K68Z,1,0,0,,,0,0,,,,,
CD-THEYSELL-9NW0,1,0,0,,,0,0,,,,,
CD-THEYSELL-K3XM,1,0,0,,,0,0,,,,,
CD-TIMOKA-9S8M,1,0,0,,,0,0,,,,,
CD-TLR-001,0,1,0,,,0,0,38,38,,,
CD-TLR-042,0,1,0,,,0,0,10,10,,,
CD-TLR-058,0,1,0,,,0,0,92,92,,,
CD-TLR-059,0,1,0,,,0,0,39,39,,,
CD-TLR-065,0,1,0,,,0,0,82,82,,,
CD-TLR-067,0,1,0,,,0,0,116,116,,,
CD-TLR-FL-LCATPO,0,1,0,,,0,0,10,10,,,
CD-TRO-333,0,1,0,,,0,0,3,3,,,
CD-TRO-335,0,1,0,,,0,0,2,2,,,
CD-TULIPORT-9QB0,1,0,0,,,0,0,,,,,
CD-TULIPORT-K6GI,1,0,0,,,0,0,,,,,
CD-VIAL-001,0,1,0,,,0,0,9,9,,,
CD-WLB-V-GAWLBC,0,1,0,,,0,0,3,3,,,
CD-WSM-004,0,1,0,,,0,0,1,1,,,
CD-WSM-078,0,1,0,,,0,0,1,1,,,
CD-WSR-007,1,0,1,,,0,0,,,21,Whited Sepulchre Records,Limited Edition CD
CD-WSR-007-1,0,0,1,,,0,0,,,10,Whited Sepulchre Records,Limited Edition CD
CD-WSR-033,0,0,1,,,0,0,,,29,Whited Sepulchre Records,Limited Edition CD
CD-WSR-034,0,0,1,,,0,0,,,100,Whited Sepulchre Records,Limited Edition CD
CD-WSR-034-1,0,0,1,,,0,0,,,0,Whited Sepulchre Records,Limited Edition Split Cassette
CD-WSR-036,0,0,1,,,0,0,,,0,Whited Sepulchre Records,Limited Edition CD
CD-WSR-043,0,1,1,,,0,0,11,11,100,Whited Sepulchre Records,Limited Edition Compact Disc
CD-WSR-050,0,0,1,,,0,0,,,63,Whited Sepulchre Records,Limited Edition Compact Disc
CD-WSR-051,0,1,1,,,0,0,119,119,167,Whited Sepulchre Records,Limited Edition Compact Disc
CD-WSR-054,0,1,1,,,0,0,5,5,120,Whited Sepulchre Records,Limited Edition CD
CD-WSR-059,0,1,0,,,0,0,25,25,,,
CD-WSR-063,1,0,0,,,0,0,,,,,
CD-YCR-001,0,1,0,,,0,0,3,3,,,
CD-holo-007,1,0,0,,,0,0,,,,,
CD-holo-014,1,0,0,,,0,0,,,,,
CD-holo-015,1,0,0,,,0,0,,,,,
CD-holo-027,1,0,0,,,0,0,,,,,
CD-holo-029,1,0,0,,,0,0,,,,,
CD-holo-030,1,0,0,,,0,0,,,,,
CD-holo-035,1,0,0,,,0,0,,,,,
CG-C-LE12,1,0,1,,,0,0,,,0,Egghunt Records,"Limited Edition 12"" Vinyl"
CH-2D-BV,1,0,1,,,0,0,,,0,LEAVING RECORDS,BLACK VINYL
CH-2D-TP,1,0,1,,,0,0,,,0,LEAVING RECORDS,TEST PRESSING
CH-RF-LERF,1,0,1,,,0,0,,,0,LEAVING RECORDS,"((limited edition)) Recent Futures 12"" VINYL LP"
CH-T-V,1,0,1,,,0,0,,,9,LEAVING RECORDS,VINYL
CM-AATS,1,0,1,,,0,0,,,0,Northern Spy Records,Ashes/Axis T-shirt
CM-AATS-SS,0,0,1,,,0,0,,,0,Northern Spy Records,Ashes/Axis T-shirt
CM-AATS-SS-1,0,0,1,,,0,0,,,0,Northern Spy Records,Ashes/Axis T-shirt
CM-AATS-SS-2,0,0,1,,,0,0,,,0,Northern Spy Records,Ashes/Axis T-shirt
CM-BSWV,0,0,1,,,0,0,,,0,LEAVING RECORDS,BUNDLE: Sharing Waves VINYL + Shared Waves CASSETTE
CM-SSOW-LC,1,0,1,,,0,0,,,0,LEAVING RECORDS,Ltd. Cassette
CM-SW-CMSW,1,0,1,,,0,0,,,0,LEAVING RECORDS,Cool Maritime - Shared Waves Remix Cassette
CM-SW-SWVL,1,0,1,,,0,0,,,0,LEAVING RECORDS,Sharing Waves VINYL LP (1st edition)
CM-SW-SWVL-1,1,0,1,,,0,0,,,0,LEAVING RECORDS,"Sharing Waves VINYL LP (2nd edition, full-color jacket)"
CNO-AFSS-AFSS,1,0,1,,,0,0,,,0,LEAVING RECORDS,Assortment for Susan's C80
CNO-AFSS-CC,1,0,1,,,0,0,,,0,LEAVING RECORDS,CASSETTE (C80)
CNO-BBFG-BBFG,1,0,1,,,0,0,,,230,Good Neighbor,Bubble Bath for Giants LP
CNO-CNOF-LLAT,0,0,1,,,0,0,,,0,LEAVING RECORDS,LTD LIVE AT THE WORLD STAGE CASSETTE
CNO-EIPO-C,1,0,1,,,0,0,,,0,LEAVING RECORDS,CASSETTE
CNO-FEIS-TP,1,0,1,,,0,0,,,0,LEAVING RECORDS,TEST PRESSING
CNO-GH-GHV,1,0,1,,,0,0,,,0,LEAVING RECORDS,Going Home VINYL
CO-IWRB-LE12,1,0,1,,,0,0,,,48,True Panther,"Limited Edition 12"" Clear Vinyl"
CO-IWRB-VBWP,1,0,1,,,0,0,,,83,True Panther,Girls Discography / Christopher Owens Vinyl Bundle + Patch
CP-LEE-V,1,0,1,,,0,0,,,28,LEAVING RECORDS,BLACK VINYL
CP-LSEE-C,1,0,1,,,0,0,,,55,LEAVING RECORDS,CASSETTE
CP-LSEE-C-1,1,0,1,,,0,0,,,54,LEAVING RECORDS,CASSETTE
CP-LSEE-CV,1,0,1,,,0,0,,,0,LEAVING RECORDS,CLEAR VINYL
CP-LSEE-CV-1,1,0,1,,,0,0,,,0,LEAVING RECORDS,CLEAR VINYL
CP-LSEE-TP,1,0,1,,,0,0,,,0,LEAVING RECORDS,TEST PRESSING
CR-DDTS,1,0,1,,,0,0,,,0,Whited Sepulchre Records,"""Double Date T-Shirt"""
CR-DDTS-SS,0,0,1,,,0,0,,,0,Whited Sepulchre Records,"""Double Date T-Shirt"""
CR-DDTS-SS-1,0,0,1,,,0,0,,,0,Whited Sepulchre Records,"""Double Date T-Shirt"""
CR-DDTS-SS-2,0,0,1,,,0,0,,,0,Whited Sepulchre Records,"""Double Date T-Shirt"""
CR-DDTS-SS-3,0,0,1,,,0,0,,,0,Whited Sepulchre Records,"""Double Date T-Shirt"""
CR-TBS-LEOS,1,0,1,,,0,0,,,0,Whited Sepulchre Records,"Limited Edition One-Sided 12"" LP"
CR-TBS-PWF1,1,0,1,,,0,0,,,0,Whited Sepulchre Records,"PACKAGE: WSR Four 12"" Series"
CR-TBS-TBST,1,0,1,,,0,0,,,0,Whited Sepulchre Records,Tuufuhhoowaah / Bday Shots Test Press + LP (Edition of 4)
CS-AC-060-CLEAR,0,1,0,,,0,0,1,1,,,
CS-AC-060-ORANGE,1,1,0,,,0,0,7,7,,,
CS-AE-044,0,1,0,,,0,0,1,1,,,
CS-AE-046,0,1,0,,,0,0,2,2,,,
CS-AE-073,0,1,0,,,0,0,3,3,,,
CS-AE-078,0,1,0,,,0,0,3,3,,,
CS-AE-079,0,1,0,,,0,0,3,3,,,
CS-AE-083,0,1,0,,,0,0,3,3,,,
CS-AE-084,0,1,0,,,0,0,3,3,,,
CS-ARCA-100,0,1,0,,,0,0,4,4,,,
CS-ASIFALWA-KAB9,1,0,0,,,0,0,,,,,
CS-BASKETST-9RMZ,1,0,0,,,0,0,,,,,
CS-BASKETST-K7N7,1,0,0,,,0,0,,,,,
CS-BCS-PB,0,1,0,,,0,0,1,1,,,
CS-BDM-001,0,1,0,,,0,0,5,5,,,
CS-BDM-003,0,1,0,,,0,0,5,5,,,
CS-BDM-004,0,1,0,,,0,0,3,3,,,
CS-BDM-006,0,1,0,,,0,0,5,5,,,
CS-BDM-ZHL,1,1,0,,,0,0,3,3,,,
CS-BW-009,0,0,1,,,0,0,,,0,Birdwatcher Records,The Humors Cassette
CS-BW-010,0,0,1,,,0,0,,,74,Birdwatcher Records,Limited Edition Cassette
CS-BW-014,0,0,1,,,0,0,,,,Birdwatcher Records,Limited Edition Colored Cassette
CS-CIIMM-02,0,1,0,,,0,0,13,13,,,
CS-CR-041,1,0,0,,,0,0,,,,,
CS-CR-056,1,0,0,,,0,0,,,,,
CS-CUT-001,0,1,0,,,0,0,4,4,,,
CS-CUT-002,0,1,0,,,0,0,6,6,,,
CS-CUT-003,0,1,0,,,0,0,6,6,,,
CS-CUT-004,1,1,0,,,0,0,4,4,,,
CS-DANCINGO-9P44,1,0,0,,,0,0,,,,,
CS-DANCINGO-K57U,1,0,0,,,0,0,,,,,
CS-DC-003,0,1,0,,,0,0,6,6,,,
CS-DC-004,0,1,0,,,0,0,6,6,,,
CS-DC-005,0,1,0,,,0,0,6,6,,,
CS-DC-006,0,1,0,,,0,0,5,5,,,
CS-EB-049,0,1,0,,,0,0,2,2,,,
CS-EB-60,0,1,0,,,0,0,4,4,,,
CS-EGGHUN-HELL-BLOCK,0,0,1,,,0,0,,,0,Egghunt Records,Limited Edition Cassette #100
CS-EGGHUN-HUMAN-SUBJEC,0,0,1,,,0,0,,,,Egghunt Records,Limited Edition Cassette
CS-EHR-016,0,1,1,,,0,0,1,1,1,Egghunt Records,Limited Edition Cassette
CS-EHR-021,0,1,0,,,0,0,1,1,,,
CS-EHR-022,1,0,1,,,0,0,,,0,Egghunt Records,Limited Edition Cassette
CS-EHR-023,0,0,1,,,0,0,,,0,Egghunt Records,Limited Edition Cassette
CS-EHR-028,0,1,1,,,0,0,2,2,2,Egghunt Records,Limited Edition Cassette
CS-EHR-039,1,1,1,,,0,0,3,3,3,Egghunt Records,Go Between
CS-EN-008,0,1,0,,,0,0,11,11,,,
CS-EN-011,0,1,0,,,0,0,1,1,,,
CS-EN-013,0,1,0,,,0,0,5,5,,,
CS-EN-016,0,1,0,,,0,0,2,2,,,
CS-ENXPL-002,1,0,0,,,0,0,,,,,
CS-ENXPL-003,1,0,0,,,0,0,,,,,
CS-ENXPL-005,1,0,0,,,0,0,,,,,
CS-ENXPL-011,0,1,0,,,0,0,10,10,,,
CS-FEELIT-088,1,0,0,,,0,0,,,,,
CS-FRCS-001,0,1,0,,,0,0,6,6,,,
CS-FRS-007,0,1,0,,,0,0,5,5,,,
CS-FRS-009,0,1,0,,,0,0,5,5,,,
CS-FRS-020,1,1,0,,,0,0,10,10,,,
CS-HEL-0033,1,0,0,,,0,0,,,,,
CS-HEL-0034,1,0,0,,,0,0,,,,,
CS-IC-001,0,1,0,,,0,0,2,2,,,
CS-IC-009,0,1,0,,,0,0,6,6,,,
CS-IC-028,0,1,0,,,0,0,2,2,,,
CS-IC-043,0,1,0,,,0,0,5,5,,,
CS-IC-096,0,1,0,,,0,0,5,5,,,
CS-IC-136,0,1,0,,,0,0,2,2,,,
CS-IC-AC-TFO,0,1,0,,,0,0,5,5,,,
CS-IC-ACXI-ACXI,0,1,0,,,0,0,4,4,,,
CS-IC-ANLW-ANLW,0,1,0,,,0,0,3,3,,,
CS-IC-BA-MOAE,0,1,0,,,0,0,2,2,,,
CS-IC-BO-WW,0,1,0,,,0,0,3,3,,,
CS-IC-CB-L,0,1,0,,,0,0,5,5,,,
CS-IC-CK-E,0,1,0,,,0,0,3,3,,,
CS-IC-D-APB,0,1,0,,,0,0,5,5,,,
CS-IC-DD-L,0,1,0,,,0,0,2,2,,,
CS-IC-G-DG,0,1,0,,,0,0,5,5,,,
CS-IC-H-TNB,0,1,0,,,0,0,2,2,,,
CS-IC-LP-CM,0,1,0,,,0,0,2,2,,,
CS-IC-M-SB,0,1,0,,,0,0,1,1,,,
CS-IC-MB-E,0,1,0,,,0,0,1,1,,,
CS-IC-NR-GF,0,1,0,,,0,0,5,5,,,
CS-IC-RF-KCAO,0,1,0,,,0,0,1,1,,,
CS-IC-SHG-ST,0,1,0,,,0,0,1,1,,,
CS-IC-TFP-ILIWTGW,0,1,0,,,0,0,1,1,,,
CS-IC-TSM-NCR,0,1,0,,,0,0,1,1,,,
CS-IC-TSM-NH-LFHR,0,1,0,,,0,0,3,3,,,
CS-IC-V-FSSKTB,0,1,0,,,0,0,14,14,,,
CS-IC-VA-BDR,0,1,0,,,0,0,17,17,,,
CS-IC-X-D,0,1,0,,,0,0,2,2,,,
CS-IC-YK-O,0,1,0,,,0,0,2,2,,,
CS-IC-ZR-IN,0,1,0,,,0,0,3,3,,,
CS-IN-THE-SAN-LORENZO,0,0,1,,,0,0,,,89,In The Pines,Limited Edition Cassette
CS-KSX-002,1,0,0,,,0,0,,,,,
CS-LEAVIN-ASHRAM,0,0,1,,,0,0,,,0,LEAVING RECORDS,Ltd. Ashram Cassette
CS-LEAVIN-BANANA-LIVE,0,0,1,,,0,0,,,0,LEAVING RECORDS,ltd. BANANA LIVE CASSETTE
CS-LEAVIN-ELDERBERRY,0,0,1,,,0,0,,,0,LEAVING RECORDS,*Elderberry Cassette Edtion
CS-LIVINGPE-K516,1,0,0,,,0,0,,,,,
CS-MT-085,0,1,0,,,0,0,5,5,,,
CS-MT-089,1,0,0,,,0,0,,,,,
CS-MT-095,1,0,0,,,0,0,,,,,
CS-MT-109,0,1,0,,,0,0,4,4,,,
CS-MT-112,0,1,0,,,0,0,1,1,,,
CS-MT-114,0,1,0,,,0,0,2,2,,,
CS-MT-116,0,1,0,,,0,0,3,3,,,
CS-MT-125,1,0,0,,,0,0,,,,,
CS-MT-126,1,0,0,,,0,0,,,,,
CS-MT-127,1,0,0,,,0,0,,,,,
CS-MT-128,1,0,0,,,0,0,,,,,
CS-MT-130,1,0,0,,,0,0,,,,,
CS-MT-133,1,0,0,,,0,0,,,,,
CS-MT-136,0,1,0,,,0,0,2,2,,,
CS-MT-137,0,1,0,,,0,0,2,2,,,
CS-NA-042,1,0,0,,,0,0,,,,,
CS-NGSP-DJPJJ-V2DE,0,1,0,,,0,0,2,2,,,
CS-NGSP-EC-TLL,0,1,0,,,0,0,12,12,,,
CS-NGSP-ESS-V1,0,1,0,,,0,0,7,7,,,
CS-NGSP-ESS-V2,0,1,0,,,0,0,1,1,,,
CS-NGSP-ESS-V3,0,1,0,,,0,0,7,7,,,
CS-NGSP-ESS-V4,0,1,0,,,0,0,11,11,,,
CS-NGSP-GGUT-L1972,0,1,0,,,0,0,1,1,,,
CS-NGSP-HW-L1972,0,1,0,,,0,0,3,3,,,
CS-NGSP-KA-LRS,1,1,0,,,0,0,18,18,,,
CS-NGSP-KG-MTTET,0,1,0,,,0,0,8,8,,,
CS-NGSP-KG-TG,0,1,0,,,0,0,22,22,,,
CS-NGSP-OAF-ST,0,1,0,,,0,0,17,17,,,
CS-NGSP-TVU-1966,0,1,0,,,0,0,8,8,,,
CS-NIPOMO-4ZAM,1,0,0,,,0,0,,,,,
CS-NIPOMO-BD2A,1,0,0,,,0,0,,,,,
CS-NNA-028,1,0,0,,,0,0,,,,,
CS-NNA-076,1,0,0,,,0,0,,,,,
CS-NNA-083,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-087,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-088,0,1,0,,,0,0,1,1,,,
CS-NNA-089,0,1,0,,,0,0,11,11,,,
CS-NNA-091,0,1,1,,,0,0,6,6,6,NNA Tapes,Limited Edition Cassette
CS-NNA-093,0,1,0,,,0,0,1,1,,,
CS-NNA-094,0,1,0,,,0,0,6,6,,,
CS-NNA-095,0,0,1,,,0,0,,,0,NNA Tapes,NOTHING
CS-NNA-096,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-098,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-099,1,0,0,,,0,0,,,,,
CS-NNA-103,0,0,1,,,0,0,,,8,NNA Tapes,Limited Edition Cassette
CS-NNA-105,0,1,1,,,0,0,20,20,0,NNA Tapes,Limited Edition Cassette
CS-NNA-106,0,1,1,,,0,0,4,4,4,NNA Tapes,Limited Edition Cassette
CS-NNA-109,0,1,0,,,0,0,9,9,,,
CS-NNA-113,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-115,0,1,1,,,0,0,4,4,4,NNA Tapes,Limited Edition Cassette
CS-NNA-118,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-122,0,1,0,,,0,0,41,41,,,
CS-NNA-123,0,1,1,,,0,0,4,4,85,NNA Tapes,Limited Edition 'Acquiesce/Requiesce' Tape
CS-NNA-124,0,1,1,,,0,0,3,3,3,NNA Tapes,Limited Edition Cassette
CS-NNA-124-B,0,0,1,,,0,0,,,0,NNA Tapes,'Foundscapes' Book / 'Mere Husk' Bundle
CS-NNA-126,0,1,1,,,0,0,20,20,0,NNA Tapes,Limited Edition Cassette
CS-NNA-130,0,1,1,,,0,0,6,6,0,NNA Tapes,Limited Edition Cassette
CS-NNA-131,0,1,1,,,0,0,17,17,4,NNA Tapes,Limited Edition Cassette
CS-NNA-134,0,1,1,,,0,0,12,12,2,NNA Tapes,Limited Edition Cassette
CS-NNA-136,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-137,1,1,1,,,0,0,30,30,37,NNA Tapes,Limited Edition Cassette
CS-NNA-137-X,0,0,1,,,0,0,,,0,NNA Tapes,Bundle: Graphic Score + Limited Edition Cassette
CS-NNA-139,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-139-2,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition 'Glitter Green' Cassette (2nd Edition)
CS-NNA-139-3,0,1,1,,,0,0,22,22,21,NNA Tapes,Limited Edition 'Betty Creek' Cassette (3rd Edition)
CS-NNA-142,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-145,0,1,1,,,0,0,3,3,0,NNA Tapes,Cassette
CS-NNA-146,0,1,1,,,0,0,6,6,7,NNA Tapes,Double Cassette
CS-NNA-150,0,0,1,,,0,0,,,0,NNA Tapes,CASSETTE
CS-NNA-152,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-153,0,1,1,,,0,0,15,15,10,NNA Tapes,Cassette
CS-NNA-TA-ALBUTEROL-AU,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-TA-DANCE-AND,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-TA-NU-TRANCE,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-TA-ORNATE-CIRCU,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-TA-THE-SANGUINE,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette
CS-NNA-TA-THE-THIRTEEN,0,0,1,,,0,0,,,0,NNA Tapes,Limited Edition Cassette!
CS-NORENT-002,0,1,0,,,0,0,15,15,,,
CS-NORENT-021,0,1,0,,,0,0,3,3,,,
CS-NORTHE-LOST-AND-FOU,0,0,1,,,0,0,,,,Northern Spy Records,Lost and Found Cassette
CS-NORTHE-NIPOMO,0,0,1,,,0,0,,,0,Northern Spy Records,CASSETTE
CS-NOV-102,1,0,0,,,0,0,,,,,
CS-NOV-104,1,0,0,,,0,0,,,,,
CS-NOV-105,1,0,0,,,0,0,,,,,
CS-NOV-106,1,0,0,,,0,0,,,,,
CS-NOV-109,0,1,0,,,0,0,1,1,,,
CS-NOV-110,1,0,0,,,0,0,,,,,
CS-NOV-111,0,1,0,,,0,0,2,2,,,
CS-NOV-114,0,1,0,,,0,0,1,1,,,
CS-NS-029,1,0,1,,,0,0,,,0,Northern Spy Records,Cassette
CS-NS-035,0,1,1,,,0,0,3,3,2,Northern Spy Records,Cassette Tape
CS-NS-041,0,0,1,,,0,0,,,0,Northern Spy Records,Cassette
CS-NS-061A,0,0,1,,,0,0,,,0,Northern Spy Records,Friends & Family Vol. 1 CS
CS-NS-061B,0,0,1,,,0,0,,,0,Northern Spy Records,Friends & Family Vol. 2 CS
CS-NS-065,0,0,1,,,0,0,,,0,Northern Spy Records,Make Up EP (CS)
CS-NS-068,0,1,0,,,0,0,2,2,,,
CS-NS-069,0,1,1,,,0,0,10,10,8,Northern Spy Records,Limited Edition Cassette
CS-NS-072,0,0,1,,,0,0,,,0,Northern Spy Records,Cassette
CS-NS-077,1,0,1,,,0,0,,,0,Northern Spy Records,Limited Edition Cassette
